Key,Timestamp,Event,User_Label
l,124852.53541947991,release,1
a,124852.55241947992,press,1
a,124852.69141947992,release,1
z,124852.70141947991,press,1
z,124852.80641947991,release,1
y,124852.81841947991,press,1
y,124852.88041947992,release,1
d,124852.89541947992,press,1
d,124852.95641947992,release,1
o,124852.97241947992,press,1
o,124853.09941947991,release,1
g,124853.11441947991,press,1
g,124853.21841947992,release,1
t,124853.22841947991,press,1
t,124853.33141947992,release,1
h,124853.34741947992,press,1
h,124853.44441947991,release,1
e,124853.46041947992,press,1
e,124853.59741947992,release,1
q,124853.60841947992,press,1
q,124853.71141947992,release,1
u,124853.72841947993,press,1
u,124853.86241947993,release,1
i,124853.87941947994,press,1
i,124854.02641947994,release,1
c,124854.04641947994,press,1
c,124854.15641947994,release,1
k,124854.16641947994,press,1
k,124854.29641947994,release,1
b,124854.31541947994,press,1
b,124854.43241947994,release,1
r,124854.45041947994,press,1
r,124854.55041947994,release,1
o,124854.56941947994,press,1
o,124854.70541947994,release,1
w,124854.72441947994,press,1
w,124854.83141947995,release,1
n,124854.84641947995,press,1
n,124854.91941947995,release,1
f,124854.93641947996,press,1
f,124855.00541947996,release,1
o,124855.01941947996,press,1
o,124855.16441947996,release,1
x,124855.17741947997,press,1
x,124855.27241947997,release,1
j,124855.28641947996,press,1
j,124855.35741947996,release,1
u,124855.37741947996,press,1
u,124855.49241947997,release,1
m,124855.50541947997,press,1
m,124855.61541947997,release,1
p,124855.62641947997,press,1
p,124855.69641947998,release,1
s,124855.71041947998,press,1
s,124855.80741947997,release,1
o,124855.81741947996,press,1
o,124855.91841947996,release,1
v,124855.93541947997,press,1
v,124856.06141947997,release,1
e,124856.08041947997,press,1
e,124856.22841947997,release,1
r,124856.24441947998,press,1
r,124856.36241947998,release,1
t,124856.38441947997,press,1
t,124856.51841947998,release,1
h,124856.53441947998,press,1
h,124856.64041947998,release,1
e,124856.66141947998,press,1
e,124856.75141947997,release,1
l,124856.77241947997,press,1
l,124856.84241947997,release,1
a,124856.86441947997,press,1
a,124856.99841947998,release,1
z,124857.00841947997,press,1
z,124857.08841947997,release,1
y,124857.10341947997,press,1
y,124857.19941947998,release,1
d,124857.21141947998,press,1
d,124857.32841947998,release,1
o,124857.34641947997,press,1
o,124857.44041947997,release,1
g,124857.45341947998,press,1
g,124857.59141947998,release,1
t,124857.60941947998,press,1
t,124857.69841947999,release,1
h,124857.71941947998,press,1
h,124857.86341947998,release,1
e,124857.87841947998,press,1
e,124857.99141947998,release,1
q,124858.00741947998,press,1
q,124858.14241947998,release,1
u,124858.15441947998,press,1
u,124858.28041947998,release,1
i,124858.29941947998,press,1
i,124858.43341947999,release,1
c,124858.45241947999,press,1
c,124858.51841948,release,1
k,124858.52941948,press,1
k,124858.59841948,release,1
b,124858.62041948,press,1
b,124858.74741947999,release,1
r,124858.76241947999,press,1
r,124858.82041947999,release,1
o,124858.83041947999,press,1
o,124858.93941947998,release,1
w,124858.95141947998,press,1
w,124859.08341947998,release,1
n,124859.09841947998,press,1
n,124859.22541947998,release,1
f,124859.23941947997,press,1
f,124859.36641947996,release,1
o,124859.38341947997,press,1
o,124859.48041947997,release,1
x,124859.49641947997,press,1
x,124859.56141947997,release,1
j,124859.58041947997,press,1
j,124859.65841947997,release,1
u,124859.67141947997,press,1
u,124859.73541947997,release,1
m,124859.75341947997,press,1
m,124859.88341947997,release,1
p,124859.89341947997,press,1
p,124859.99041947996,release,1
s,124860.00841947996,press,1
s,124860.11241947996,release,1
o,124860.12441947997,press,1
o,124860.18741947996,release,1
v,124860.19941947996,press,1
v,124860.29441947996,release,1
e,124860.31041947997,press,1
e,124860.39141947997,release,1
r,124860.40641947997,press,1
r,124860.54841947998,release,1
t,124860.56741947998,press,1
t,124860.67141947999,release,1
h,124860.68941947998,press,1
h,124860.82741947999,release,1
e,124860.84241947999,press,1
e,124860.92941947999,release,1
l,124860.94541947999,press,1
l,124861.02541947999,release,1
a,124861.04641947999,press,1
a,124861.12741947999,release,1
z,124861.14441948,press,1
z,124861.29341948,release,1
y,124861.31141948,press,1
y,124861.45941948,release,1
d,124861.47241948001,press,1
d,124861.59841948001,release,1
o,124861.61941948,press,1
o,124861.74941948001,release,1
g,124861.76941948001,press,1
g,124861.88941948001,release,1
t,124861.90041948,press,1
t,124862.04141948001,release,1
h,124862.05941948,press,1
h,124862.14141948,release,1
e,124862.15441948001,press,1
e,124862.25441948001,release,1
q,124862.26441948001,press,1
q,124862.40241948001,release,1
u,124862.42241948002,press,1
u,124862.55941948002,release,1
i,124862.57441948002,press,1
i,124862.71741948002,release,1
c,124862.73141948001,press,1
c,124862.87641948002,release,1
k,124862.89641948002,press,1
k,124863.00541948002,release,1
b,124863.02341948001,press,1
b,124863.15041948,release,1
r,124863.16641948001,press,1
r,124863.28941948002,release,1
o,124863.30841948002,press,1
o,124863.37741948002,release,1
w,124863.38941948002,press,1
w,124863.51241948003,release,1
n,124863.52441948003,press,1
n,124863.64641948004,release,1
f,124863.65741948003,press,1
f,124863.76641948003,release,1
o,124863.78741948002,press,1
o,124863.89141948003,release,1
x,124863.90841948004,press,1
x,124863.99741948005,release,1
j,124864.01241948004,press,1
j,124864.16041948005,release,1
u,124864.18141948004,press,1
u,124864.23441948004,release,1
m,124864.24641948004,press,1
m,124864.34241948005,release,1
p,124864.35241948004,press,1
p,124864.48441948004,release,1
s,124864.49741948005,press,1
s,124864.62441948004,release,1
o,124864.64541948003,press,1
o,124864.78241948003,release,1
v,124864.79741948003,press,1
v,124864.86741948004,release,1
e,124864.87941948004,press,1
e,124864.93541948004,release,1
r,124864.95341948004,press,1
r,124865.02141948004,release,1
t,124865.03441948004,press,1
t,124865.12841948004,release,1
h,124865.14441948004,press,1
h,124865.19541948005,release,1
e,124865.20641948005,press,1
e,124865.35241948004,release,1
l,124865.37441948004,press,1
l,124865.45741948004,release,1
a,124865.47641948004,press,1
a,124865.57041948003,release,1
z,124865.59041948004,press,1
z,124865.66241948004,release,1
y,124865.67441948004,press,1
y,124865.77441948005,release,1
d,124865.79041948005,press,1
d,124865.84841948005,release,1
o,124865.86641948005,press,1
o,124865.92441948006,release,1
g,124865.93641948006,press,1
g,124866.06241948006,release,1
t,124866.07441948006,press,1
t,124866.21341948006,release,1
h,124866.22841948006,press,1
h,124866.34241948006,release,1
e,124866.36341948005,press,1
e,124866.41641948005,release,1
q,124866.43041948005,press,1
q,124866.56841948006,release,1
u,124866.58141948006,press,1
u,124866.65141948007,release,1
i,124866.66141948006,press,1
i,124866.73941948006,release,1
c,124866.75641948007,press,1
c,124866.85241948007,release,1
k,124866.86841948007,press,1
k,124866.94841948008,release,1
b,124866.96641948007,press,1
b,124867.09741948007,release,1
r,124867.11241948007,press,1
r,124867.16641948007,release,1
o,124867.18241948007,press,1
o,124867.30841948008,release,1
w,124867.32241948007,press,1
w,124867.38741948007,release,1
n,124867.39841948007,press,1
n,124867.47041948007,release,1
f,124867.48341948008,press,1
f,124867.59141948007,release,1
o,124867.60241948007,press,1
o,124867.71141948007,release,1
x,124867.72541948006,press,1
x,124867.82341948006,release,1
j,124867.83841948006,press,1
j,124867.97041948006,release,1
u,124867.98941948006,press,1
u,124868.06641948006,release,1
m,124868.07741948006,press,1
m,124868.17841948006,release,1
p,124868.18841948005,press,1
p,124868.31141948006,release,1
s,124868.32941948005,press,1
s,124868.38941948005,release,1
o,124868.40741948005,press,1
o,124868.48141948004,release,1
v,124868.50241948004,press,1
v,124868.56741948004,release,1
e,124868.58241948004,press,1
e,124868.69041948003,release,1
r,124868.70241948003,press,1
r,124868.78341948004,release,1
t,124868.79741948003,press,1
t,124868.92041948004,release,1
h,124868.94141948003,press,1
h,124869.03941948003,release,1
e,124869.05041948003,press,1
e,124869.13641948003,release,1
l,124869.15741948002,press,1
l,124869.24141948002,release,1
a,124869.26141948003,press,1
a,124869.38141948002,release,1
z,124869.39641948002,press,1
z,124869.46541948002,release,1
y,124869.48741948002,press,1
y,124869.63741948002,release,1
d,124869.65041948002,press,1
d,124869.71941948002,release,1
o,124869.73341948002,press,1
o,124869.88241948003,release,1
g,124869.89241948002,press,1
g,124869.98641948002,release,1
t,124870.00341948002,press,1
t,124870.12941948003,release,1
h,124870.14941948003,press,1
h,124870.21441948003,release,1
e,124870.23541948003,press,1
e,124870.29441948002,release,1
q,124870.30541948002,press,1
q,124870.35641948003,release,1
u,124870.37041948002,press,1
u,124870.47541948002,release,1
i,124870.48941948001,press,1
i,124870.57041948002,release,1
c,124870.59141948001,press,1
c,124870.72841948002,release,1
k,124870.74741948002,press,1
k,124870.80141948002,release,1
b,124870.82141948002,press,1
b,124870.91041948003,release,1
r,124870.93041948004,press,1
r,124871.05641948004,release,1
o,124871.07441948004,press,1
o,124871.21341948003,release,1
w,124871.22641948004,press,1
w,124871.28741948004,release,1
n,124871.30641948004,press,1
n,124871.45041948004,release,1
f,124871.46441948003,press,1
f,124871.53741948004,release,1
o,124871.55441948005,press,1
o,124871.63741948004,release,1
x,124871.65341948005,press,1
x,124871.74141948005,release,1
j,124871.75841948006,press,1
j,124871.86841948006,release,1
u,124871.88641948006,press,1
u,124872.01441948005,release,1
m,124872.03041948006,press,1
m,124872.10141948005,release,1
p,124872.11541948005,press,1
p,124872.22441948004,release,1
s,124872.24441948005,press,1
s,124872.35941948005,release,1
o,124872.37041948005,press,1
o,124872.49941948005,release,1
v,124872.51241948006,press,1
v,124872.66041948006,release,1
e,124872.68041948006,press,1
e,124872.79541948007,release,1
r,124872.80641948007,press,1
r,124872.94841948008,release,1
t,124872.96641948007,press,1
t,124873.09541948007,release,1
h,124873.10641948007,press,1
h,124873.16441948008,release,1
e,124873.17741948008,press,1
e,124873.25741948008,release,1
l,124873.27241948008,press,1
l,124873.39241948008,release,1
a,124873.40641948007,press,1
a,124873.51341948008,release,1
z,124873.52841948008,press,1
z,124873.58841948007,release,1
y,124873.59841948007,press,1
y,124873.69741948007,release,1
d,124873.71441948008,press,1
d,124873.79041948008,release,1
o,124873.80341948009,press,1
o,124873.88041948009,release,1
g,124873.89141948009,press,1
g,124874.0104194801,release,1
t,124874.0274194801,press,1
t,124874.1324194801,release,1
h,124874.1494194801,press,1
h,124874.27241948011,release,1
e,124874.28741948011,press,1
e,124874.36641948011,release,1
q,124874.38241948011,press,1
q,124874.46641948012,release,1
u,124874.48741948011,press,1
u,124874.58341948011,release,1
i,124874.60141948011,press,1
i,124874.69641948011,release,1
c,124874.71241948011,press,1
c,124874.85741948012,release,1
k,124874.87141948011,press,1
k,124874.95541948012,release,1
b,124874.96841948012,press,1
b,124875.03641948012,release,1
r,124875.05541948012,press,1
r,124875.12441948013,release,1
o,124875.13541948012,press,1
o,124875.19141948012,release,1
w,124875.20841948013,press,1
w,124875.32441948012,release,1
n,124875.33541948012,press,1
n,124875.38841948012,release,1
f,124875.40941948011,press,1
f,124875.54241948012,release,1
o,124875.55941948012,press,1
o,124875.69541948012,release,1
x,124875.71341948012,press,1
x,124875.85541948013,release,1
j,124875.86641948012,press,1
j,124876.00141948012,release,1
u,124876.02341948012,press,1
u,124876.08241948011,release,1
m,124876.0924194801,press,1
m,124876.21841948011,release,1
p,124876.2364194801,press,1
p,124876.3034194801,release,1
s,124876.3174194801,press,1
s,124876.3904194801,release,1
o,124876.4064194801,press,1
o,124876.5394194801,release,1
v,124876.55941948011,press,1
v,124876.68941948011,release,1
e,124876.70841948011,press,1
e,124876.84941948012,release,1
r,124876.86641948012,press,1
r,124876.92741948013,release,1
t,124876.94341948013,press,1
t,124876.99541948012,release,1
h,124877.01541948013,press,1
h,124877.13841948014,release,1
e,124877.15241948013,press,1
e,124877.25341948013,release,1
l,124877.26741948012,press,1
l,124877.35341948012,release,1
a,124877.37141948011,press,1
a,124877.43841948011,release,1
z,124877.45141948012,press,1
z,124877.54041948012,release,1
y,124877.55541948012,press,1
y,124877.64441948013,release,1
d,124877.65841948013,press,1
d,124877.75141948012,release,1
o,124877.76641948012,press,1
o,124877.89641948012,release,1
g,124877.91541948012,press,1
g,124878.06041948013,release,1
t,124878.07341948013,press,1
t,124878.14141948013,release,1
h,124878.15541948013,press,1
h,124878.27241948013,release,1
e,124878.28541948013,press,1
e,124878.34941948013,release,1
q,124878.36341948013,press,1
q,124878.41841948012,release,1
u,124878.43141948013,press,1
u,124878.50941948012,release,1
i,124878.52141948012,press,1
i,124878.62241948012,release,1
c,124878.63941948013,press,1
c,124878.69841948012,release,1
k,124878.71941948011,press,1
k,124878.79041948011,release,1
b,124878.80741948012,press,1
b,124878.86941948012,release,1
r,124878.88341948012,press,1
r,124879.01541948011,release,1
o,124879.03341948011,press,1
o,124879.1684194801,release,1
w,124879.18141948011,press,1
w,124879.2404194801,release,1
n,124879.2594194801,press,1
n,124879.4074194801,release,1
f,124879.42341948011,press,1
f,124879.48341948011,release,1
o,124879.50341948011,press,1
o,124879.59841948011,release,1
x,124879.61241948011,press,1
x,124879.7434194801,release,1
j,124879.7594194801,press,1
j,124879.8354194801,release,1
u,124879.84841948011,press,1
u,124879.94041948012,release,1
m,124879.96041948012,press,1
m,124880.10641948011,release,1
p,124880.12241948012,press,1
p,124880.21641948012,release,1
s,124880.22941948012,press,1
s,124880.33641948013,release,1
o,124880.35241948013,press,1
o,124880.47841948013,release,1
v,124880.50041948013,press,1
v,124880.61441948013,release,1
e,124880.62741948014,press,1
e,124880.71241948014,release,1
r,124880.72941948015,press,1
r,124880.78341948015,release,1
t,124880.79641948016,press,1
t,124880.85041948016,release,1
h,124880.87141948016,press,1
h,124880.95941948016,release,1
e,124880.97041948016,press,1
e,124881.06141948016,release,1
l,124881.08041948016,press,1
l,124881.20741948015,release,1
a,124881.21941948016,press,1
a,124881.36741948016,release,1
z,124881.38441948016,press,1
z,124881.46741948016,release,1
y,124881.48241948016,press,1
y,124881.62041948017,release,1
d,124881.63741948018,press,1
d,124881.69841948018,release,1
o,124881.71941948017,press,1
o,124881.79941948017,release,1
g,124881.81341948017,press,1
g,124881.91741948017,release,1
t,124881.93241948017,press,1
t,124882.01541948017,release,1
h,124882.03041948017,press,1
h,124882.13341948017,release,1
e,124882.15041948018,press,1
e,124882.21141948018,release,1
q,124882.22241948018,press,1
q,124882.36841948018,release,1
u,124882.38541948018,press,1
u,124882.44541948018,release,1
i,124882.45641948018,press,1
i,124882.59741948018,release,1
c,124882.61341948019,press,1
c,124882.71441948018,release,1
k,124882.73441948018,press,1
k,124882.81641948018,release,1
b,124882.83041948017,press,1
b,124882.94841948018,release,1
r,124882.96541948018,press,1
r,124883.07341948018,release,1
o,124883.08941948018,press,1
o,124883.18041948018,release,1
w,124883.19341948019,press,1
w,124883.25041948019,release,1
n,124883.26941948019,press,1
n,124883.38041948019,release,1
f,124883.3934194802,press,1
f,124883.4544194802,release,1
o,124883.4674194802,press,1
o,124883.55541948021,release,1
x,124883.57141948021,press,1
x,124883.6644194802,release,1
j,124883.68441948021,press,1
j,124883.78441948022,release,1
u,124883.80241948021,press,1
u,124883.87541948022,release,1
m,124883.88541948021,press,1
m,124884.03041948022,release,1
p,124884.04441948021,press,1
p,124884.1184194802,release,1
s,124884.1394194802,press,1
s,124884.2064194802,release,1
o,124884.21741948019,press,1
o,124884.27741948019,release,1
v,124884.29141948019,press,1
v,124884.36141948019,release,1
e,124884.37241948019,press,1
e,124884.4834194802,release,1
r,124884.4944194802,press,1
r,124884.6274194802,release,1
t,124884.6424194802,press,1
t,124884.7104194802,release,1
h,124884.72441948019,press,1
h,124884.79941948019,release,1
e,124884.81341948018,press,1
e,124884.93941948019,release,1
l,124884.9564194802,press,1
l,124885.1054194802,release,1
a,124885.1254194802,press,1
a,124885.1804194802,release,1
z,124885.1974194802,press,1
z,124885.31641948021,release,1
y,124885.33641948021,press,1
y,124885.40841948021,release,1
d,124885.42741948021,press,1
d,124885.56041948021,release,1
o,124885.58041948022,press,1
o,124885.63741948022,release,1
g,124885.65541948022,press,1
g,124885.76041948021,release,1
t,124885.77541948021,press,1
t,124885.8384194802,release,1
h,124885.85041948021,press,1
h,124885.9294194802,release,1
e,124885.94541948021,press,1
e,124886.02241948021,release,1
q,124886.04041948021,press,1
q,124886.09341948021,release,1
u,124886.10641948022,press,1
u,124886.23141948022,release,1
i,124886.24541948021,press,1
i,124886.36941948021,release,1
c,124886.38241948021,press,1
c,124886.51741948021,release,1
k,124886.5274194802,press,1
k,124886.61641948021,release,1
b,124886.63241948021,press,1
b,124886.76941948022,release,1
r,124886.78041948022,press,1
r,124886.92641948021,release,1
o,124886.9404194802,press,1
o,124887.05541948021,release,1
w,124887.06841948022,press,1
w,124887.17141948022,release,1
n,124887.18341948022,press,1
n,124887.31541948022,release,1
f,124887.33241948023,press,1
f,124887.44541948022,release,1
o,124887.45741948023,press,1
o,124887.51141948023,release,1
x,124887.52541948023,press,1
x,124887.65341948022,release,1
j,124887.67041948023,press,1
j,124887.72541948022,release,1
u,124887.74141948023,press,1
u,124887.88141948023,release,1
m,124887.90041948023,press,1
m,124888.04641948022,release,1
p,124888.06841948022,press,1
p,124888.13441948022,release,1
s,124888.15241948022,press,1
s,124888.29541948022,release,1
o,124888.31241948022,press,1
o,124888.45641948022,release,1
v,124888.47141948022,press,1
v,124888.53141948022,release,1
e,124888.55141948022,press,1
e,124888.62941948022,release,1
r,124888.64041948022,press,1
r,124888.71341948022,release,1
t,124888.72541948022,press,1
t,124888.79141948023,release,1
h,124888.80541948022,press,1
h,124888.90741948022,release,1
e,124888.92241948022,press,1
e,124889.04441948023,release,1
l,124889.05741948023,press,1
l,124889.13141948023,release,1
a,124889.15141948023,press,1
a,124889.22041948023,release,1
z,124889.23541948023,press,1
z,124889.31241948024,release,1
y,124889.32841948024,press,1
y,124889.43241948025,release,1
d,124889.45241948025,press,1
d,124889.55341948025,release,1
o,124889.56641948025,press,1
o,124889.67241948025,release,1
g,124889.69241948026,press,1
g,124889.77541948025,release,1
t,124889.79341948025,press,1
t,124889.85341948025,release,1
h,124889.86641948025,press,1
h,124890.01441948026,release,1
e,124890.03141948026,press,1
e,124890.10841948027,release,1
q,124890.12141948027,press,1
q,124890.20441948027,release,1
u,124890.22141948028,press,1
u,124890.36341948029,release,1
i,124890.37941948029,press,1
i,124890.51041948028,release,1
c,124890.52841948028,press,1
c,124890.58241948028,release,1
k,124890.59741948028,press,1
k,124890.73441948029,release,1
b,124890.74741948029,press,1
b,124890.8174194803,release,1
r,124890.8354194803,press,1
r,124890.9674194803,release,1
o,124890.9874194803,press,1
o,124891.0864194803,release,1
w,124891.1024194803,press,1
w,124891.23241948031,release,1
n,124891.2504194803,press,1
n,124891.33541948031,release,1
f,124891.34841948032,press,1
f,124891.42741948031,release,1
o,124891.44641948031,press,1
o,124891.55341948032,release,1
x,124891.56841948032,press,1
x,124891.71441948031,release,1
j,124891.7284194803,press,1
j,124891.82041948031,release,1
u,124891.83341948032,press,1
u,124891.93141948032,release,1
m,124891.94341948032,press,1
m,124892.00541948032,release,1
p,124892.01741948033,press,1
p,124892.15141948033,release,1
s,124892.17241948032,press,1
s,124892.24441948032,release,1
o,124892.25641948033,press,1
o,124892.38441948032,release,1
v,124892.39941948032,press,1
v,124892.49041948032,release,1
e,124892.50741948033,press,1
e,124892.62541948033,release,1
r,124892.64541948034,press,1
r,124892.77441948034,release,1
t,124892.79541948033,press,1
t,124892.87941948033,release,1
h,124892.89241948034,press,1
h,124892.97341948035,release,1
e,124892.99141948034,press,1
e,124893.04341948034,release,1
l,124893.06141948033,press,1
l,124893.13241948033,release,1
a,124893.15141948033,press,1
a,124893.29741948032,release,1
z,124893.31941948032,press,1
z,124893.39541948032,release,1
y,124893.41341948032,press,1
y,124893.55941948031,release,1
d,124893.57541948032,press,1
d,124893.63741948032,release,1
o,124893.65641948032,press,1
o,124893.73641948032,release,1
g,124893.75441948032,press,1
g,124893.84541948032,release,1
t,124893.86541948032,press,1
t,124894.01441948033,release,1
h,124894.02441948032,press,1
h,124894.14641948033,release,1
e,124894.16341948033,press,1
e,124894.28741948033,release,1
q,124894.30541948033,press,1
q,124894.35841948033,release,1
u,124894.37941948032,press,1
u,124894.45841948032,release,1
i,124894.47841948032,press,1
i,124894.61741948032,release,1
c,124894.63041948032,press,1
c,124894.71341948032,release,1
k,124894.72541948032,press,1
k,124894.86541948032,release,1
b,124894.88741948032,press,1
b,124894.99041948032,release,1
r,124895.00541948032,press,1
r,124895.14441948032,release,1
o,124895.16141948033,press,1
o,124895.29241948032,release,1
w,124895.31241948032,press,1
w,124895.44741948032,release,1
n,124895.46541948032,press,1
n,124895.54241948032,release,1
f,124895.56141948032,press,1
f,124895.68941948032,release,1
o,124895.70441948032,press,1
o,124895.84941948032,release,1
x,124895.86141948032,press,1
x,124895.99941948033,release,1
j,124896.01941948033,press,1
j,124896.15641948034,release,1
u,124896.17041948033,press,1
u,124896.26541948033,release,1
m,124896.27541948033,press,1
m,124896.33041948032,release,1
p,124896.35141948031,press,1
p,124896.45441948032,release,1
s,124896.46741948032,press,1
s,124896.56941948032,release,1
o,124896.57941948032,press,1
o,124896.69441948032,release,1
v,124896.71441948033,press,1
v,124896.85141948033,release,1
e,124896.86541948032,press,1
e,124896.92941948032,release,1
r,124896.94841948032,press,1
r,124897.04141948032,release,1
t,124897.05441948032,press,1
t,124897.15441948033,release,1
h,124897.16741948033,press,1
h,124897.29141948033,release,1
e,124897.31241948032,press,1
e,124897.38141948033,release,1
l,124897.39741948033,press,1
l,124897.46441948033,release,1
a,124897.47941948033,press,1
a,124897.57241948032,release,1
z,124897.58741948032,press,1
z,124897.72141948032,release,1
y,124897.74241948032,press,1
y,124897.86941948031,release,1
d,124897.8834194803,press,1
d,124898.0304194803,release,1
o,124898.0484194803,press,1
o,124898.1174194803,release,1
g,124898.13041948031,press,1
g,124898.21841948031,release,1
t,124898.23741948031,press,1
t,124898.35941948032,release,1
h,124898.38041948031,press,1
h,124898.4774194803,release,1
e,124898.4954194803,press,1
e,124898.6234194803,release,1
q,124898.6364194803,press,1
q,124898.7444194803,release,1
u,124898.7594194803,press,1
u,124898.8814194803,release,1
i,124898.90241948029,press,1
i,124898.9714194803,release,1
c,124898.9824194803,press,1
c,124899.0664194803,release,1
k,124899.0794194803,press,1
k,124899.2124194803,release,1
b,124899.2334194803,press,1
b,124899.3234194803,release,1
r,124899.3384194803,press,1
r,124899.4764194803,release,1
o,124899.4914194803,press,1
o,124899.5554194803,release,1
w,124899.5754194803,press,1
w,124899.6504194803,release,1
n,124899.6684194803,press,1
n,124899.78841948029,release,1
f,124899.8054194803,press,1
f,124899.9154194803,release,1
o,124899.9294194803,press,1
o,124900.06941948029,release,1
x,124900.08041948029,press,1
x,124900.1454194803,release,1
j,124900.1604194803,press,1
j,124900.23141948029,release,1
u,124900.2514194803,press,1
u,124900.39041948029,release,1
m,124900.40641948029,press,1
m,124900.4874194803,release,1
p,124900.50841948029,press,1
p,124900.62841948029,release,1
s,124900.64041948029,press,1
s,124900.7364194803,release,1
o,124900.7514194803,press,1
o,124900.84141948029,release,1
v,124900.85141948028,press,1
v,124900.91141948028,release,1
e,124900.93041948028,press,1
e,124901.01941948029,release,1
r,124901.03341948029,press,1
r,124901.14641948028,release,1
t,124901.15941948029,press,1
t,124901.28641948028,release,1
h,124901.29941948029,press,1
h,124901.36241948028,release,1
e,124901.38141948028,press,1
e,124901.43541948029,release,1
l,124901.45341948028,press,1
l,124901.51641948028,release,1
a,124901.53641948028,press,1
a,124901.64741948029,release,1
z,124901.66541948028,press,1
z,124901.74541948028,release,1
y,124901.76441948029,press,1
y,124901.84641948028,release,1
d,124901.85841948028,press,1
d,124902.00741948029,release,1
o,124902.02741948029,press,1
o,124902.0774194803,release,1
g,124902.08741948029,press,1
g,124902.17041948029,release,1
t,124902.19041948029,press,1
t,124902.33041948029,release,1
h,124902.35141948028,press,1
h,124902.43941948029,release,1
e,124902.4564194803,press,1
e,124902.55041948029,release,1
q,124902.5704194803,press,1
q,124902.7194194803,release,1
u,124902.73641948031,press,1
u,124902.7924194803,release,1
i,124902.80441948031,press,1
i,124902.89641948031,release,1
c,124902.9174194803,press,1
c,124903.0464194803,release,1
k,124903.06241948031,press,1
k,124903.1444194803,release,1
b,124903.1624194803,press,1
b,124903.3104194803,release,1
r,124903.3264194803,press,1
r,124903.4024194803,release,1
o,124903.41441948031,press,1
o,124903.4784194803,release,1
w,124903.49541948031,press,1
w,124903.64241948031,release,1
n,124903.66141948031,press,1
n,124903.75541948031,release,1
f,124903.7764194803,press,1
f,124903.8564194803,release,1
o,124903.8664194803,press,1
o,124903.9844194803,release,1
x,124904.00141948031,press,1
x,124904.14941948031,release,1
j,124904.16141948031,press,1
j,124904.25241948031,release,1
u,124904.26841948032,press,1
u,124904.36441948032,release,1
m,124904.38441948032,press,1
m,124904.49741948032,release,1
p,124904.51141948032,press,1
p,124904.59441948032,release,1
s,124904.61441948032,press,1
s,124904.76041948031,release,1
o,124904.77841948031,press,1
o,124904.92041948032,release,1
v,124904.93141948032,press,1
v,124905.03141948032,release,1
e,124905.04841948033,press,1
e,124905.14141948032,release,1
r,124905.15441948033,press,1
r,124905.24641948033,release,1
t,124905.26741948033,press,1
t,124905.32841948033,release,1
h,124905.34841948033,press,1
h,124905.41241948033,release,1
e,124905.42541948034,press,1
e,124905.54441948034,release,1
l,124905.56241948034,press,1
l,124905.68441948034,release,1
a,124905.70241948034,press,1
a,124905.84441948035,release,1
z,124905.85741948035,press,1
z,124905.92541948035,release,1
y,124905.94441948035,press,1
y,124906.06341948036,release,1
d,124906.08041948036,press,1
d,124906.14141948037,release,1
o,124906.16241948036,press,1
o,124906.26841948036,release,1
g,124906.28541948037,press,1
g,124906.36141948037,release,1
t,124906.37241948037,press,1
t,124906.45541948036,release,1
h,124906.46741948037,press,1
h,124906.60841948037,release,1
e,124906.62341948037,press,1
e,124906.75141948037,release,1
q,124906.76141948036,press,1
q,124906.87841948036,release,1
u,124906.89841948036,press,1
u,124906.99541948036,release,1
i,124907.00941948035,press,1
i,124907.12041948036,release,1
c,124907.13141948036,press,1
c,124907.23841948036,release,1
k,124907.25941948035,press,1
k,124907.35741948035,release,1
b,124907.37041948036,press,1
b,124907.50241948036,release,1
r,124907.51741948035,press,1
r,124907.57741948035,release,1
o,124907.59641948035,press,1
o,124907.67641948035,release,1
w,124907.68941948036,press,1
w,124907.83941948035,release,1
n,124907.85341948035,press,1
n,124907.93641948035,release,1
f,124907.95741948034,press,1
f,124908.05141948034,release,1
o,124908.06641948034,press,1
o,124908.17841948033,release,1
x,124908.18841948033,press,1
x,124908.31541948032,release,1
j,124908.33441948032,press,1
j,124908.44441948032,release,1
u,124908.45641948032,press,1
u,124908.53041948032,release,1
m,124908.54041948031,press,1
m,124908.59341948031,release,1
p,124908.61141948031,press,1
p,124908.72541948031,release,1
s,124908.7394194803,press,1
s,124908.85041948031,release,1
o,124908.86341948032,press,1
o,124908.92241948031,release,1
v,124908.93841948031,press,1
v,124908.99941948031,release,1
e,124909.01241948032,press,1
e,124909.08541948033,release,1
r,124909.10541948033,press,1
r,124909.16741948033,release,1
t,124909.18041948034,press,1
t,124909.28541948034,release,1
h,124909.29941948033,press,1
h,124909.42341948033,release,1
e,124909.44241948033,press,1
e,124909.51641948032,release,1
l,124909.52941948033,press,1
l,124909.64841948033,release,1
a,124909.66341948033,press,1
a,124909.77941948033,release,1
z,124909.79341948032,press,1
z,124909.94241948033,release,1
y,124909.95641948032,press,1
y,124910.03741948033,release,1
d,124910.05441948034,press,1
d,124910.12241948034,release,1
o,124910.13641948033,press,1
o,124910.26541948033,release,1
g,124910.28141948034,press,1
g,124910.39941948034,release,1
t,124910.41341948033,press,1
t,124910.50841948033,release,1
h,124910.52641948033,press,1
h,124910.65241948034,release,1
e,124910.66741948033,press,1
e,124910.75341948033,release,1
